电影名称,评论者,评分等级,评论日期,点赞数,评论内容
金刚狼3：殊死一战,方枪枪,还行, 2017-03-03 17:32:19 ,12,孤胆英雄落幕，祖孙三代逃亡。伤感氛围从头到尾蔓延整部电影中.抛弃以往打打杀杀的精彩动作场面，这部反而走起了家庭路线，打温情牌，看起来更像是西部英雄版的金刚狼：为了家庭和种族，殊死一战。感觉这部电影可以更好，后来想想心里还是希望狼叔永不老去。可是，17年了，time to say goodbye。3.8
金刚狼3：殊死一战,AAA二流观众,推荐, 2017-03-02 18:44:21 ,16,#这个狼叔不太冷# 前半部分为制造剧情冲突强行令主角一行人智商掉线，全然没有“正在被追杀，对手很强大”的自觉，间接连累死了不少人。后期故事发展倒是在意料之外。为情怀和萝莉给足四星，也算是个对得起粉丝的落幕。
金刚狼3：殊死一战,寒枝雀静,推荐, 2017-03-05 11:44:25 ,5,也许删了十五分钟反而成了另一部影片。它不留给你过多眼花缭乱刺激感官的暴力戏份来缓释（尽管这某种程度上也造成了不少断裂），而是直接用一把针筒把烈士暮年的心绪注入意识。某种程度上似乎回归了X-Men的初衷：不过是不同，不过是普通人。几处摄影仿佛是《边境杀手》……
金刚狼3：殊死一战,于是,推荐, 2017-04-16 13:28:07 ,8,虐死了。老已经够虐了，迫害更虐，超级英雄的戏拍到这个程度，我服漫威，更服杰克曼。
金刚狼3：殊死一战,Bryan·Mai,力荐, 2024-07-24 13:03:29 ,10,可以看作是詹姆斯•曼高德把《金刚狼2》提纯了一遍，去掉所有花哨概念、世界观掣肘后，甚至扒掉超级英雄电影公式，自顾自拍了一部小时候看过的老派西部电影。整个金刚狼三部曲第一次认真得剖析永生对罗根在精神和物理层面的折磨，以及对老X战警理念的总结—帝国冷战思维的阴霾依然笼罩在21世纪的今天，只是换了口号变了层皮。其实无论什么风格、尺度也好，这部电影完美阐述了哪怕是超英电影，也不能忽视对角色的挖掘与故事的把控而去追求制作上的盲目堆料。
金刚狼3：殊死一战,舌在足矣,还行, 2017-03-03 16:05:10 ,7,三星半。整体悲壮的气氛做的很足，狼叔这样的结局也能让人接受，休杰克曼奉献了X战警系列最佳演出，但达到这个结局的过程却差强人意。曼高德当年在犹马镇里对落寞英雄的塑造是如此令人印象深刻，而到了这部却只剩下一个又一个套路。
金刚狼3：殊死一战,白日美人_S,还行, 2017-03-06 17:16:19 ,3,因为看了午夜场，和跟我一起看的人在电影院里睡得天昏地暗。我俩加在一起应该是看了一整部完整的吧，所以加在一起打四颗星吧。
金刚狼3：殊死一战,T.V.Zoe ி,推荐, 2017-03-03 20:39:40 ,11,虽然都知道 但从来没想过看叉男系列会哭 也没想过不死之身会死 哭点太多了头疼😭😭😭父女梗百试百灵 
金刚狼3：殊死一战,朱熠,推荐, 2017-03-05 10:15:46 ,7,一部超级英雄电影却没有看到超能力的酣畅，只有英雄迟暮的落寞。这部电影又把X战警系列带上了新的高度，作为X粉很欣慰。
金刚狼3：殊死一战,helenharris,推荐, 2017-03-04 21:23:32 ,5,The last of us plus the walking dead plus the wolf among us
金刚狼3：殊死一战,李九弟Jody,力荐, 2017-03-03 07:37:00 ,21,“我仍然相信超级英雄们。”
金刚狼3：殊死一战,kusicat,推荐, 2017-03-06 16:40:42 ,3,对于他而言 永生是一种惩罚 死亡是解脱也是奖赏
金刚狼3：殊死一战,更深的白色,推荐, 2017-03-04 22:33:01 ,10,深沉悲壮，全片的质感非常好。虽然剧本没什么亮点，但是把这么两个有深厚积淀人物弄死太犯规了，几场感情爆点又拍的真好，唏嘘慢慢。苟活的墨西哥希望所在的加拿大，以及失落世界的美国，站在当下历史节点，意味深长。
金刚狼3：殊死一战,占士鯊,力荐, 2017-03-05 16:20:11 ,6,休休腿賊tm長（。
金刚狼3：殊死一战,JOJOORC/Z,还行, 2017-03-06 00:12:57 ,8,我不该抱有漫威版《守望者》的期待。勉强三星。
金刚狼3：殊死一战,prayer,力荐, 2017-03-06 16:32:30 ,8,拼命逆转的未来还是逃不开集体落寞么
金刚狼3：殊死一战,redhousepainter,推荐, 2017-03-04 18:34:29 ,9,太虐了，一股浓浓的last of us氛围感，狼叔打了药水后，下一个镜头就说药力快要消失光了，估计就是这一段删得最严重。
金刚狼3：殊死一战,阿阿陈,还行, 2017-03-04 17:56:52 ,10,给劳拉小姑娘的演技跪了 希望x甜x嫣多学习观摩 
金刚狼3：殊死一战,鱼丸粗面,推荐, 2017-03-04 22:34:28 ,4,英雄迟暮，落魄伤感，祖孙三代的逃亡，大叔与萝莉父女情。从来不是漫威粉丝，但喜欢这一部，因为太不漫威。抛开变种人、超能力，这就是部好看的暗黑风动作片，节奏也很压得住。不删减的话我能给五星。
金刚狼3：殊死一战,林西拿,2017-03-10 23:14:11, 2017-03-10 23:14:11 ,2,note：1. 每個人物都該有自己的「派頭」，即使是反派，可因此寫出合理對話 2. 當畫面空洞時，用很炫的顏色奪走觀眾注意力 3.好萊塢片產生爽感的原因在於，精緻的「建立」（如人物登場）和放肆的「破壞」（如追逐和殺人） 4.生之慾後勁太強，現在一聽生日歌就會想起它
金刚狼3：殊死一战,皮革业,推荐, 2017-09-06 16:12:26 ,5,气质上确实是《老爷叉》加《原野奇插》。也为老墨指明了大墙时代的战略方向，穿越美国，挥师北上加拿大。
金刚狼3：殊死一战,安德烈大叔,还行, 2017-03-16 10:08:20 ,7,英雄迟暮？哭毛哭，流水线再给你整一打超级英雄
金刚狼3：殊死一战,独行侠杀手阿何,推荐, 2017-03-04 02:31:01 ,3,暮年狼叔，幼嫩小狼女，耄耋X教授三人的隐居家庭公路生活。生活化的情节，一家人的美好，配乐扣人心弦，编剧完全是强行终结金刚狼和老版X战警……Laura妹子有型有范到爆！！！！凌厉嘶吼的姿态，凶狠强悍的动作，叛逆不羁的眼神，简直活脱脱女版冬兵？长大后一定不得了！原来Caliban是Stephen Merchant演的，钟情于他的一身遮阳行头和舒适英腔。Boyd Holbrook帅哥哥的反派派头十足，痞里痞气！十→X，X-Men never die.
金刚狼3：殊死一战,HenriqueZZZ,还行, 2017-03-03 11:23:28 ,4,西部片&公路片。好喜欢这个一言不合就爆别人头的小萝莉！
金刚狼3：殊死一战,大海里的针,还行, 2017-03-11 16:50:43 ,5,金刚狼前两部评分都不高，这一部也很一般，评分高估计是跟风和情怀吧
金刚狼3：殊死一战,思考的猫,力荐, 2017-05-28 11:13:37 ,6,喜欢这部的调调
金刚狼3：殊死一战,craigga,推荐, 2017-03-01 21:24:27 ,6,[4.0/5.0] 这个金刚不太狼(豆友译名)。休傑克曼：「終於可以解脫了。」(休傑克曼的年紀早該演老人羅根了)。https://youtu.be/fkQXoTn3J-Y?t=6m17s，漫畫裡金鋼狼被迷幻人陷害殺死同伴，在電影簡化為「不願提起的事」。
金刚狼3：殊死一战,Chain,力荐, 2017-03-10 23:57:17 ,2,this is the life.  †x. 落幕.
金刚狼3：殊死一战,Chaall,推荐, 2017-03-11 21:08:12 ,2,有个小黑娃超萌的！
金刚狼3：殊死一战,Chris  一切由无聊开始,推荐, 2017-06-13 08:47:24 ,2,1、还是很感慨，老Logan，看了十几年。2、故事上来说，这种直接跳跃一段时间，省去过程，看到结局的方式很聪明，不俗。3、动作戏方面并不是太出彩，插头的镜头挺多，小女孩也还不错。4、后半段两人开车北上的那段，很不像一部超级英雄片，而像一个沉稳含有申请的剧情片。节奏控制不错。5、十变X。
金刚狼3：殊死一战,viennavirus,推荐, 2017-03-05 00:26:29 ,4,类型与题材结合得恰如其分。
金刚狼3：殊死一战,Woodring,推荐, 2017-03-09 12:35:45 ,4,挺伤感的落幕，甚好~
金刚狼3：殊死一战,花絮袭人,推荐, 2017-03-04 16:07:38 ,8,小姑娘赞。英雄末路赞。好丧的公路片。金刚狼漫长的告别。但是没有哭。
金刚狼3：殊死一战,寒狐居士,推荐, 2017-05-17 22:21:28 ,3,赡养老人、抚养子女，是每朵叮当狼应尽的义务。
金刚狼3：殊死一战,踢迩达,还行, 2017-02-19 09:14:27 ,13,三部曲中算是表现好的一部。英雄迟暮总是给人一丝动容，休叔和老教授的情怀牌打得也很动人。小女孩表现很好，爆发力强。头一个小时的公路片质感也让人喜欢。说口碑大爆可能也是过誉了。
金刚狼3：殊死一战,基闹,推荐, 2017-03-03 23:31:28 ,2,和哈利波特一样，这片子我没法儿客观看待。查尔斯和金刚狼的相继谢幕对我而言意味着从小学第一部起整个X战警系列的终结，后面再出什么前传外传的都不能再算在内了。
金刚狼3：殊死一战,mymike,推荐, 2017-03-05 21:50:59 ,6,"X战警中最悲情的人物，真正的天煞孤星。17年的狼叔谢幕，满满都是情怀。影片落幕，有观众还在悄悄拭去眼角的泪痕。难得2D，业界良心。万恶的剪刀手几乎把此片剪成一部文艺片。正所谓：
英雄迟暮，钢爪已然生锈；
总局威武，剪刀依旧如新。"
金刚狼3：殊死一战,给你我最亲爱的,推荐, 2017-03-06 23:31:04 ,2,英雄不迟暮，死也非壮举。
金刚狼3：殊死一战,Morning,还行, 2017-05-28 04:52:51 ,3,用金刚狼来讨论英雄迟暮，总有一种被利用的感觉，漫威宇宙里讲死亡的这件事由这个棋子完成了。呈现是OK的，但是否击打到人物甚至角色灵魂的深处我始终是有点隔阂的。反派有点蠢，这就更加像是你要告诉我的一个道理，而非我遇见的一件事。
金刚狼3：殊死一战,Vini_Kazma,力荐, 2019-02-18 02:19:42 ,6,拍出了公路电影的味道，真假金刚狼
金刚狼3：殊死一战,甘草披萨,还行, 2017-03-04 17:43:51 ,3,3.5 不晓得是看到分数8.6导致期望值过高还是剪刀手的缘故，观感与预期相差不少，结尾部尤其仓促而泄气，不过小狼真不错，真像阳光小美女当然是黑暗版的，没想到最感动的地方是念原野奇侠台词一幕；然后难怪本片和乐高蝙蝠侠同一天上映，超级英雄都莫名有了小孩，阿福和查尔斯都莫名升级当了爷爷
金刚狼3：殊死一战,Sigma von Zeta,推荐, 2017-03-05 18:14:32 ,6,4 非常烦躁被删减 但不妨碍我哭成傻逼 Charles看得我措手不及 and that's how a family ends 多次对比是多重重击 提醒观众there's always an ending to every legend. 
金刚狼3：殊死一战,花岛仙藏,推荐, 2017-03-03 21:15:35 ,2,"It's also real for me TOT 14 minutes short, that's a whole story gone AWOL...she's sooooo much cooler than that 11 girl! QAQ in the next episode X-24 would think he's the right and only Wolvie!"
金刚狼3：殊死一战,m89,力荐, 2017-03-03 12:26:36 ,12,实在不想花IMAX的钱看个阉割版，所以乖乖选了9块9的普通厅。真的是总局下的刀？这么流畅让人怀疑是福斯专供中国市场的R-13版。好几次泪流满面，狼叔钢刃的嗜血才更能衬托出英雄迟暮的悲壮。家庭理念的回归，普通人的无力感，代际传承。萝莉神演技。漫威是已经收回了X战警系列的版权吗？
金刚狼3：殊死一战,虫拜女神银,力荐, 2017-03-05 05:41:28 ,4,第一次在电影终场时崩溃大哭，英雄迟暮你麻痹！！！
金刚狼3：殊死一战,兔安叽,推荐, 2017-03-04 22:42:29 ,8,FOX根本就没在管时间线能不能对得上的，动不动团灭变种人，反正故事够感人你们也不好意思纠结了。删减不影响理解剧情，但会感到动作戏份量不够。
超时空接触,私享史,力荐, 2012-10-12 22:58:08 ,513,若能以崇尚理性为共识(但残忍的现实请参考那些会错意的短评)，那么科学家和牧师亦能彼此相爱。有两处看得我眼泪就快要掉下来：牧师问她为何敢为太空接触而牺牲，她论及who we are那三个W时的会心微笑；她看到no words只能用诗来描述的壮观天象时的喜极而泣。这就是追求真理的魅力。当年田丰老师力荐！
超时空接触,姬十三,力荐, 2005-11-05 18:32:13 ,439,非常棒的科幻电影，大气磅礴，改编自Carl Sagan的作品——极为出色的科学家和科普大师
超时空接触,内陆飞鱼,还行, 2014-11-30 12:14:53 ,634,太慢，有点磨叽。可以当作《星际穿越》前传来看吧，朱迪·福斯特从银河系回来，之后和马修·麦康纳生下孩子，就死了，多年后，马修去完成朱迪未完成的探险，然后留下女儿……
超时空接触,海阳,推荐, 2009-02-19 05:24:09 ,1221,野心太大，想要面面俱到，却显得有点无味，说是科幻片也有点蒙人。镜子的镜头实在惊艳，超过片头的宇宙远拉以及片尾的世界尽头。另，人生观的最高奥义果然还是大家互相温暖么？还有，影片里说世界95%的人都有宗教信仰，不能够吧。。。光咱中国给它凑个三亿无神论者绝对木问题吧！
超时空接触,亵渎电影,推荐, 2012-10-15 17:17:03 ,772,这部电影已经远远不止科幻这么简单，故事本身有着鲜明强烈的世界观，其实本质上和意识科学（灵性科学）有着密切的关联，有兴趣的影迷可以看看卡尔·萨根的《宇宙》原著和那经典的13集同名纪录片。如果浩瀚的宇宙只有我们，那确实太浪费宇宙和空间了，其实无论宗教和科学，必须信仰的是爱！★★★★
超时空接触,光年‖影视歌三栖民工,推荐, 2011-01-10 15:41:44 ,381,1.朱迪姐当初皮肤好水嫩，比羔羊里满脸雀斑耐看；2.男一号十足懦夫，以爱为名阻碍朱迪探险；3.人物鲜活，好莱坞式官方的短视和愚蠢让人恨；4.剧尾的for Carl是向已逝作者致敬；5.老是强调价值观（god）一致的调调让人反感；6.美国至上和爱国主义的臭旗让人尤其反感，减一星。
超时空接触,桃桃林林,推荐, 2013-01-18 20:04:20 ,349,虽然前面感觉有点拖，但是高潮真是让人沸腾啊。很精彩的故事，还揉进了科学与宗教。还有一个令人难忘的镜子镜头
超时空接触,匡轶歌,推荐, 2014-01-21 20:16:50 ,165,科学思考最终抵达的是哲学，宗教思考亦然。我相信大家殊途同归。我不相信一个人格化的上帝的存在，但相信终极造物的存在，如果非要给这造物一个称谓，那就是“God=神”吧。
超时空接触,遲,力荐, 2014-11-20 22:28:18 ,294,在硬科幻和软科幻之上还有一种更高的用科幻来形容会显得苍白的堪称完美的科幻片
超时空接触,白开水,力荐, 2008-06-19 20:21:36 ,340,科幻经典，穿越时光隧道的那段很恢宏很惊艳
超时空接触,更深的白色,还行, 2010-09-18 16:22:04 ,617,“95%的人类相信有类似神的存在”……不把中国人当人了
超时空接触,大島,力荐, 2017-09-24 21:17:09 ,266,穿越虫洞时我感受到了人类最珍贵的天赋：恐惧，卑微与希望。
超时空接触,不流ᝰ,还行, 2011-03-21 08:54:54 ,204,所有星献给卡尔·萨根，此外，片子没什么值得说的，搞这励志让人觉得无聊。在《三体》面前，一切科幻都是浮云。
超时空接触,战国客,推荐, 2008-05-04 09:23:44 ,157,赋有内涵的科幻片（也不能说是绝对意义上的科幻片，也许是真实的，谁知道呢），探寻科学与信仰之间的关系，只是前面的铺垫有点太冗长~~
超时空接触,荔枝超人,还行, 2009-10-18 22:13:24 ,210,再减掉30分钟或者还能说得过去。
超时空接触,嗨醒醒,还行, 2011-04-19 13:18:42 ,125,结尾有点难以令人信服，与其召开听证会质疑，何不重启一次时空旅行，还有，作为如此重大的项目，依吾愚见，一个时间记录器(时钟)是必备的
超时空接触,欢乐分裂,推荐, 2014-11-13 20:10:20 ,44,三星半入；果然和《星际穿越》很多地方相似，本片走得不远，甚至基本没有离开地球，但女主对探求宇宙奥秘和生命本源的激情信念，颇能感染人，而非沦为尖叫花瓶；父女情和爱情线穿插自然，并不俗气；引入宗教论辩有新意，还能自圆其说；女孩奔跑取药救父，现实和镜像的无缝对接，属于灵光一现。
超时空接触,Maple,较差, 2011-04-01 13:10:38 ,88,要使劲压缩自己的科学常识 才能勉强看下去
超时空接触,米粒,推荐, 2012-06-06 04:55:49 ,32,剧情略扯但还是挺有吸引力的，但总是把外星文明设定成“我们做不到的他们铁定有方法做到”这个有点令人不悦啊，当然从头至尾都安排一个神父的角色甚至到最后结果如此玄乎这个还需要多揣摩，有种模糊科学和宗教界限的意思但是⋯还是需要多想想的嗯。
超时空接触,暴走君,力荐, 2014-05-15 22:52:19 ,201,朱迪女神是怎么做到把萝莉的神态和御姐的气质融为一体的！好美！
超时空接触,SydneyCarton,推荐, 2012-07-11 00:10:42 ,33,虽稍有一点点拖和硬转，但整个故事还是行云流水。影片是复主题：一个是人类对真理无尽的探索，这是正题；一个是科学与宗教的关系，这是副题。正题很动人，副题很和稀泥。Anyway，还是90年代的电影会讲故事啊。
超时空接触,朋克布莱克,力荐, 2010-12-21 13:11:14 ,205,宇宙之广太空之美让人震撼，还有必须给无神论者加一星！
超时空接触,小晨,力荐, 2013-03-23 10:56:38 ,72,"that awe, humility, and hope，写的太好了，完全说出了我对宇宙与科学的感受。真的太好看了，Jodie Foster演的难以言喻的好，那些话由她说出如此让人动容。难以表达的是最后看到for Carl，突然更加受到震动，因为这是一部溢满感情的科学电影表达，怪不得感情如此充实。非常、非常、非常真诚的一部电影"
超时空接触,大使,推荐, 2012-09-22 00:01:13 ,37,有信仰的美国人也是有S面B面的
超时空接触,sirius_flower,较差, 2014-11-17 00:30:36 ,18,比较糟糕的世界观，保守的人本主义，保守的宗教观，当餐后甜点的科学噱头，投票啊和马修莫名其妙的关系啊等等都是渣渣段子，这种片子是很恶心的，利用科学作纸尿裤来包裹人类中心，但努力希望调和宗教与科学是失败的，因为你不是真诚地调和，而是借科学漏子让宗教去补，这是很不要脸的故事编法
超时空接触,影志,还行, 2014-11-12 22:00:34 ,41,“我希望我可以分享，我希望每个人，即使短暂、一瞬，都可以感觉到那畏惧、卑微及希望” 可能文戏太长了，没看投入进去……TT
超时空接触,MH,力荐, 2022-12-26 23:33:24 ,81,那把椅子真是人类自大与愚蠢的精华
超时空接触,冰红深蓝,力荐, 2015-06-27 17:07:31 ,27,根据卡尔·萨根同名小说改编的经典科幻片。影片超越了科幻的范畴，对科学、宗教信仰与政治三者的关系作了深入浅出的探讨，充满洞见。朱迪·福斯特将坚韧、求真、纯粹的天文学家演绎得无可挑剔。开篇逐渐拉远(声信号渐弱)的宇宙图景极佳，高潮外星镜头美得让人落泪，镜子长镜头也创意十足。（9.0/10）
超时空接触,徐若风,推荐, 2014-11-13 22:30:45 ,25,诺兰《星际穿越》借鉴电影之一。很！好！看！开头长镜头想法很不错，绝大部分情节是比较喜欢的，虽然扯但没有故弄玄虚感。结尾拉高处理有效。
超时空接触,猫河蓝懒,2014-11-03 00:48:35, 2014-11-03 00:48:35 ,20,“我信仰真理”。其实科学和宗教都有对超越性的追求，哲学游离二者之间，这是人自身有限的尺度带来的悖论。但宗教相对不诉诸理性和确定性，于是容易与政治媾和而被利用。三者都试图去揭示或接近“上帝”与“真理”，却走上了不同的路。
超时空接触,昏金暗玉,2016-12-29 16:34:31, 2016-12-29 16:34:31 ,10,开场的父女对话最动人了。在科学的启明下，能做到的事很多很多，能渴望到达的距离越来越远，但想与过世的母亲再见，却是没有可能。因为过去依然是我们无法抵达的地方。科学与神学都做不到。
超时空接触,巽,2014-04-12 03:48:45, 2014-04-12 03:48:45 ,12,心情复杂，不停地交替在一神教的思维局限好蠢却不得不接受这是由一神教文化输出的作品当然会如此的无奈，以及星空好美孤独的探索者好迷人这种纯粹的喜悦里。艾莉在沙漠里孤独寻找天外来音那段是我最期盼的生命状态，以及看到星云时艾莉说“应该派个诗人来，语言无法描述，这一切太美”时我终于哭了
超时空接触,June,很差, 2012-03-14 22:07:35 ,13,一部披着科幻外衣的基督教自淫片。不少人给好评，说明人们身边还算干净，基督徒不多，觉得电影引发思考的风格有新意。如果见多了你就会发现，电影的教唆方式和许多脑残的基督徒没有什么区别。
超时空接触,九尾黑猫,还行, 2016-04-04 14:11:39 ,10,三星半。与其说是探索太空的电影，不如说是自我发现的旅程。不管是了解已知或者未知的事物，都是让人类不断的接近自我的过程。
超时空接触,(๑⁼̴̀д⁼̴́๑),推荐, 2017-04-13 01:33:06 ,36,艾莉收到了来自织女星的频率信号，似乎证明了艾莉一直以来的工作是正确的。但这带来的不是她个人事业的成功，而是政治、社会、宗教、国家各个角度的矛盾与讨论。深
超时空接触,托尼·王大拿,推荐, 2014-11-19 15:21:03 ,12,"虽然还是长了点，但对于""追求真理""这个点的阐述还是切中人心：生命本体原初抑或宇宙终极奥秘，人类整体的相似与个体的差异，科学与宗教的交汇和交锋，高潮段让人心潮澎湃，随手还黑了下政治，好看。技术狂人泽米基斯这次又把美国总统玩进去了，而且比太空异相更令人惊诧的是那个镜子长镜，看了好几次。"
超时空接触,Clyde,推荐, 2015-03-02 18:58:31 ,10,《星际穿越》与该片有莫大的关系，虫洞是其一，马修·麦康纳是其二。其实，就叙事而言，该片的节奏是比较慢的，但这种慢，可以是一种科学探索的精神，同时有一种硬科学的魅力。罗伯特·泽米吉斯绝对是一位被低估的导演，他掌控不同类型影片的能力，堪比斯皮尔伯格，却很少有人对他的作品进行通盘的研究
超时空接触,Peter Cat,还行, 2014-03-29 19:41:28 ,5,作为一个至今仍认真考虑成为天文学家可能性的人，虽然对Zemeckis式的好莱坞大路货极度缺乏耐心，但多半还是能勾起些许情感上共鸣。看得出卡尔萨根的原作一定是野心极大，电影很难说做出了深度，当然其实这是一个很另类的科幻片甚至是文艺片，要拍好的确不容易。90年代好莱坞的正统制作方式真是腻味。
超时空接触,之晨,力荐, 2015-12-13 12:10:52 ,21,"听，
那声音——
像风，但比风轻盈；
像雨，但比雨神秘；
像歌，但比歌悠扬；
像生，但比生恒久；
像死，但比死晦涩。
那是宇宙的一声叹息，
扩张了人类求知的肾上腺，
同时也缩紧了人类自我的灵魂。"
超时空接触,账号弃用,力荐, 2009-06-13 14:22:38 ,8,依稀记得当时是为了收齐JodieFoster电影系列而下载的，后来在硬盘里躺了大半年昨天才想起它点开看。在完全记不起零星半点剧情的前提下，只能用“津津有味、津津有味”来形容彼时观感了，更使我强烈地爱上了科幻题材电影。只是只是只是，MAC永远在最后五分钟内卡壳，让我看不到结局，是为崩溃。
超时空接触,Ocap,推荐, 2014-02-12 23:28:21 ,14,偶然翻出这部科幻旧作，觉得这是泽米吉斯在新世纪前后最好的作品了，他那种发自骨子里的正能量放在任何题材总能营造出一股耐人寻味的情怀感，对家庭观细腻的拿捏与植入也使得故事很接地气，让这部被誉为“美国民众最相信的科幻作品”来得名副其实。
超时空接触,半城风月,推荐, 2017-04-14 12:30:18 ,25,不是单纯的科幻片，还有关于对人性的探索，对内心的追问。
超时空接触,喻鸣,推荐, 2015-07-25 19:09:11 ,14,逻辑思维和理性判断让一个文人魅力倍增，诗一般的情怀则让一个科学家血肉丰满。而本片的原著作者卡尔萨根，既是一位普利策奖得主的文学家，又是一位真正的天文科学家，使得在现实和幻想两个地带皆有令人瞠目的描摹和思辨，这或许正是科学与宗教两种不可思议的精神之融合。
超时空接触,思路乐,推荐, 2020-08-06 17:26:51 ,4,【B】期望越高，失望越大。影片所要探讨的东西是如此宏大，而最终所承载的结构却是如此老套乏味。镜中那段惊世骇俗的长镜头是影片所展现的唯一神迹，其余那些穿越时空隧道的视觉奇观皆是凡物庸景。
超时空接触,陀螺凡达可,推荐, 2014-10-19 06:14:57 ,10,故事很精彩，不过也有脱节出戏的地方。
超时空接触,朝暮雪,推荐, 2013-05-30 12:48:04 ,11,那个年代能拍成这样不容易了，有些镜头很震撼。2013.5.29
超时空接触,幽灵不会哭,推荐, 2015-11-27 16:37:07 ,4,3.5整部电影出乎意料地没有美国主流商业电影那种大场面和动作场面，反而把电影的重点放在了“情怀”上面，和茫茫的宇宙比起来，人类既渺小又高大，我们需要超越偏见，释怀遗憾，有趣的是最后男女主人公的大团圆是宗教与科学的拥抱，超越狭隘的无神论，人类需要共同的宗教体验，美国主旋律
超时空接触,Ying,推荐, 2014-10-04 12:20:29 ,9,Isn't it a waste of space if there are just us in the huge universe?
超时空接触,宇宙真理猪大肠,还行, 2011-12-25 00:23:02 ,2,第二遍看了。此片包含的因素太多，不是令人“爽快”的科幻片。宗教让它滚蛋好了，正腐和商人对科研的掌控（无论是资金还是成果）是未来普通人最应该去担心的东西。
超时空接触,火娃,推荐, 2014-03-28 22:19:20 ,6,8/10。不得不向好莱坞纯熟的商业技巧肃然起敬，150分钟毫不冗长，超强的阵容，野心勃勃的改编，亲情科幻两不误，从头到尾充满了史诗般的庄严与激动，朱迪对角色的塑造更加丰满可信，登舱发射后和听证会答辩时的表演都达到了令人感同深受的地步。片中的克林顿总统居然是用数字合成，真是没想到啊！ @2014-03-28 22:19:20
超时空接触,薇羅尼卡,推荐, 2010-01-13 18:23:42 ,4,真的存在外星人么？也許早已經發現，只是大眾依然被蒙蔽。
超时空接触,介意,还行, 2014-11-15 16:25:46 ,2,Jodie Foster太棒！相比之下真的好不喜歡麥康納嘿，從角色本身到表演。哈登總有奇愛博士感。片子挺諷刺的，宗教與科學，早就不再是字面上的意思了。
超时空接触,武志红,力荐, 2017-06-01 22:11:44 ,34,极好的电影，没有一点是浪费的。
超时空接触,🌞娘卷卷🌙,2014-11-18 18:10:32, 2014-11-18 18:10:32 ,2,好多年前看的。我记得朱迪福斯特，完全不记得马修。还记得有句台词，大致说如果没有外星人，也太寂寞了什么的。别的就不记得了。
超时空接触,鄙伶,推荐, 2019-09-21 14:26:22 ,1,二刷4.5 罗伯特·泽米吉斯一定是好莱坞最不炫技但他的视听功力恐怕也是让其他人难以企及的导演，一贯平稳的叙事风格、又看似极其平缓的视听语言，这种上个世纪好莱坞正统的制作方式，却能大气磅礴地呈现一段科幻故事片，聚焦于个人及宏大的观念，开场的“声音（信号）星际图景”以及镜子那段神级长镜头——绚丽深邃的宇宙之美、人心的情感深处，这两处统领了全片的基调，也足以将他的影片载入影史。
超时空接触,kingfish,推荐, 2020-09-11 16:03:33 ,1,不一样的科幻经典，讲接触外星人却不拍外星人，单从一开场那几分钟无声的宇宙之美就已立意非凡，对科学与宗教关系的探讨也很深刻。看着那一大群壮观的射电望远镜禁不住一直想着《三体》，当科技真的令寻找地外文明变得可能，人类真的应付得了外星生物吗？不行的话干嘛还找得这么积极？也许所有向外的找寻其实也是在找自己，很显然宇宙不会在乎人类，人类却不得不在乎自己。
超时空接触,Gao,力荐, 2021-08-07 22:10:18 ,7,不单单是宗教与科学的对立，而是解构了人的两面，解构了信与不信的硬币两面，宇宙的奥妙乃一切世间难信之法，你更倾向于信任还是怀疑？怀疑是真理对核心！或者信任是真理的组件！蒙蔽我们的到底是信任还是怀疑？你信谁！你信理！你信它！还是你信不信自己！然而信！与！不信！并非反意……笃定的信仰也难免动摇，最后的演讲太令我动容……
超时空接触,白色拨片。,较差, 2011-05-07 16:14:58 ,36,"不能迷信豆瓣评分了=,="
超时空接触,彩虹几度,还行, 2010-01-05 11:29:14 ,1,科学与信仰的交融，立意新颖，结局完美，缺点是太漫长了，把太多的时间浪费在无关紧要的情节中，扣一星
超时空接触,左胸上的吸盘,较差, 2020-02-23 22:03:16 ,10,泽米吉斯的大场面调度还是能看到电影小子们的影响：各色人等汇聚的那个射电望远镜所在地，剪辑和运镜调度的一丝不乱，还有拉里和布什出镜烘托现实感，但也有些莫名其妙的设计，比如福斯特身边那个像弱智一样总自言自语眼神呆滞的科研人员，除了这演员在抢戏我看不出有什么意义。福斯特是本片绝对的叙事核心，所有起承转合因她而起，她性格强势的追逐外星信号真相（甚至有些讨人嫌），还有一条副线讲她对父亲的怀恋，结果追着追着，最后的答案是给副线的，当然副线上挂了很多宗教性内容，比如极端到自爆来阻止发射的信徒，比如碎碎念莫名其妙台词的假神父麦康纳——本片算是对“科学的尽头是宗教”进行了一番力有不逮的演绎，可能泽米吉斯本意就是对美国宗教界骇人的强势进行了现实主义展示，但我还是一脸懵逼：啥？找外星人最后找了个虚无缥缈的爱？
超时空接触,chalie-kiwi,很差, 2011-08-20 11:26:23 ,6,电影手法和叙述是五颗星，但是对于编剧的愚蠢。。。恶心的狂妄自大的白人，自以为全世界都是基督教徒，天主教徒是不是，排挤不信教的人是不是！！！最讨厌这种的，“全世界95%的人都相信有某种形式的上帝存在”bullshit！在美帝都没有95%吧。。。何况加上中国的不信教的民众。。。极端讨
